"ID";"regiao.wgts";"P02";"P03";"P04";"P05";"P06";"P07";"P08_1";"P08_2";"P08_3";"P08_4";"P08_5";"P08_6";"P08_7";"P08_8";"P09";"P10";"P11";"P12_01";"P12_02";"P12_03";"P12_04";"P13";"P15";"P16";"P17_1";"P17_2";"P17_3";"P17_4";"P17_5";"P18_A";"P19_1";"P19_2";"P19_3";"P19_4";"P19_5";"P21_A";"P22_A";"P22_B";"P22_E";"P23";"P25";"P26";"P28_1";"P28_2";"P28_3";"P28_4";"P28_5";"P28_6";"P28_7";"P28_8";"P29";"P30_01";"P30_02";"P30_03";"P30_04";"P30_05";"P30_06";"P30_07";"P30_08";"P30_09";"P30_10";"P30_11";"P30_12";"P33_1";"P33_2";"P35";"P36";"P38";"P39";"P40";"P41";"V06";"V07";"V08";"V09";"V10";"V11";"V12";"V12_A";"V12_B";"V13";"V14";"V15";"POP_regiao_raca";"POP_regiao_idade";"POP_regiao_edu";"POP_regiao_porte";"W1";"W2";"idade.wgts";"edu.wgts";"raca.wgts";"porte.wgts"
"1403";5;53;3;2;1;1;3;"1";"1";"2";"1";"1";"1";"2";"2";2;2;5;1;1;2;1;2;1;1;"1";"2";"1";"1";"1";2;;;;;;;;;;;;;;;;;;;;;;2;2;2;1;2;2;2;2;2;2;2;2;1;2;5;2;2;2;1;2;24;1;4;2;1;;;;1;2;97;4;"2544897.92588269";"1628314.05813775";"1926584.00950762";"2810671.34868652";0,667268549974068;16993,079655314;1;4;1;3
"1404";1;16;3;1;1;1;3;"1";"1";"2";"2";"2";"2";"2";"2";2;2;3;2;2;2;2;2;2;1;"1";"2";"1";"1";"1";1;1;2;1;2;2;1;2;;1;2;2;2;1;2;2;2;2;2;2;2;5;2;2;2;2;2;2;2;2;2;2;2;2;;;4;3;1;2;1;1;34;3;3;1;2;2;2;2;;1;2;4;"5164153.94647996";"1410601.17309659";"2358346.69976694";"2061622.47029637";0,197654285882537;3375,21882407001;2;3;4;3
"1405";4;42;2;3;1;1;3;"2";"1";"2";"1";"2";"2";"2";"2";2;3;4;1;2;2;2;2;2;1;"1";"2";"1";"2";"2";2;;;;;;;;;;;;;;;;;;;;;;2;2;2;2;2;2;2;2;2;2;2;2;;;4;2;2;1;6;1;47;1;3;2;1;;;;1;1;3;4;"10072401.6435758";"2281776.21520491";"2041883.72723215";"5811472.35270075";0,910770007927334;19982,1369130735;3;2;1;2
"1406";1;15;3;1;1;1;3;"1";"1";"1";"1";"1";"2";"1";"2";2;1;3;1;2;1;2;2;3;1;"1";"1";"1";"2";"1";2;;;;;;;;;;;;;;;;;;;;;;2;2;2;2;2;2;2;2;2;2;2;2;;;4;2;2;1;1;2;19;3;4;2;2;2;2;2;;1;2;4;"5164153.94647996";"2120604.22046604";"1499244.44762391";"2828257.81207705";0,179930621055583;8095,78592609961;1;4;4;2
"1407";5;53;3;2;1;1;3;"2";"1";"2";"2";"2";"2";"2";"2";1;3;5;1;1;1;1;2;1;2;"2";"2";"2";"2";"1";1;1;2;1;2;1;1;1;;;2;1;1;1;2;2;2;2;2;2;2;5;2;2;2;2;2;2;2;2;2;2;2;2;;;7;1;1;1;1;1;52;3;2;2;2;1;;;5;5;2;4;"3669920.78366589";"1170024.49772926";"1976804.0794201";"2810671.34868652";1,94356222761821;34662,3887938936;4;1;4;3
"1408";5;52;3;2;1;1;3;"2";"2";"2";"1";"1";"1";"2";"2";2;2;3;1;1;1;1;2;1;1;"1";"2";"1";"2";"2";1;2;2;1;2;2;1;1;;;1;2;1;2;2;1;2;2;2;2;2;97;2;1;1;2;2;2;1;2;2;2;2;2;1;1;2;2;2;1;2;1;27;2;3;1;1;;;;1;1;3;4;"624691.97513099";"1628314.05813775";"1927007.87039979";"2810671.34868652";0,511487800484608;14723,1269057424;1;3;2;3
"1409";1;16;2;1;2;2;3;"1";"1";"1";"1";"1";"1";"1";"2";2;1;3;1;2;2;2;2;1;3;;;;;;2;;;;;;;;;;;;;;;;;;;;;;2;2;2;2;2;2;2;2;2;2;2;2;;;9;2;1;2;1;1;22;3;3;2;2;2;1;1;;1;2;4;"5164153.94647996";"2120604.22046604";"1128957.88513977";"2061622.47029637";0,197654285882537;5442,1694671721;1;2;4;3
"1410";2;23;3;2;1;1;3;"2";"2";"2";"2";"2";"1";"2";"2";2;2;3;1;1;1;2;2;2;3;;;;;;1;1;2;2;2;2;1;2;;1;2;2;2;2;2;2;2;2;2;2;1;3;2;2;2;2;2;2;2;2;2;2;2;2;;;5;3;1;1;6;1;48;3;4;2;1;;;;2;3;2;4;"14898000.1979184";"4595041.07124126";"4208133.6330169";"7731021.03806011";0,637632202876856;14959,8770015351;3;4;4;2
"1411";4;41;2;1;1;1;3;"2";"1";"2";"2";"2";"2";"1";"2";1;2;4;1;2;1;2;2;2;1;"1";"2";"1";"2";"1";2;;;;;;;;;;;;;;;;;;;;;;2;2;2;2;2;2;2;2;2;2;2;2;;;4;3;1;3;2;2;32;1;4;1;1;;;;2;1;3;1;"10072401.6435758";"2252075.16102183";"3392772.73855813";"5811472.35270075";0,573227083572636;13868,2730848319;2;4;1;2
"1412";1;13;3;3;1;1;4;"2";"2";"1";"1";"2";"2";"2";"2";3;2;3;1;1;1;2;2;3;3;;;;;;2;;;;;;;;;;;;;;;;;;;;;;2;2;2;2;2;2;2;2;2;2;2;2;;;5;2;2;1;2;1;28;1;3;1;2;2;2;2;;2;2;4;"1440823.54572169";"2120604.22046604";"2358346.69976694";"2828257.81207705";0,22261227921727;14845,3099072151;1;3;1;2
"1413";2;29;2;2;1;1;2;"1";"1";"1";"1";"1";"1";"1";"2";2;2;5;1;1;2;2;2;2;2;"1";"2";"1";"1";"1";2;;;;;;;;;;;;;;;;;;;;;;2;2;2;2;2;2;2;2;2;2;2;2;;;3;2;2;1;1;1;35;2;3;1;2;1;;;3;1;2;1;"2834846.37084543";"4474385.18221597";"7259394.23046714";"7731021.03806011";1,16055633684664;31340,4564023111;2;3;2;2
"1414";3;31;3;3;1;1;2;"2";"2";"2";"1";"1";"1";"2";"2";1;3;3;1;2;1;2;2;1;1;"1";"2";"1";"2";"2";1;1;2;2;2;2;1;2;;97;2;2;2;2;2;2;2;2;2;2;1;3;2;2;2;2;2;2;2;2;2;2;2;2;;;4;1;1;1;1;1;54;0;3;2;1;;;;5;1;2;4;"14014348.5743857";"6718284.41177193";"5696273.08719308";"15599497.5813694";1,37301394574092;29573,3263093048;4;2;4;2
"1415";2;29;3;1;1;1;1;"2";"2";"2";"1";"1";"2";"2";"2";2;1;4;1;1;1;1;2;2;2;"2";"2";"1";"2";"1";2;;;;;;;;;;;;;;;;;;;;;;2;2;2;2;2;2;2;2;2;2;2;2;;;6;1;1;1;1;1;49;0;2;2;2;2;2;2;;1;2;4;"14898000.1979184";"4595041.07124126";"8995626.46137368";"5881277.34048095";1,16055633684664;24659,3112368258;3;1;4;3
"1416";1;13;2;1;3;2;4;"2";"2";"1";"1";"2";"2";"2";"2";2;3;3;1;1;1;2;2;3;1;"1";"2";"2";"2";"2";1;1;2;1;2;1;1;2;;2;2;1;2;2;2;2;1;2;2;2;2;5;2;2;2;2;2;2;2;2;2;2;2;2;;;4;2;2;3;3;1;63;2;2;1;2;2;2;2;;1;97;2;"549242.77217448";"1283987.89409637";"1128957.88513977";"2061622.47029637";0,89044911686908;23593,4863637215;5;2;2;3
"1417";1;15;2;1;1;1;3;"2";"2";"2";"1";"2";"2";"2";"2";2;3;5;1;2;2;2;2;2;2;"1";"2";"1";"2";"2";2;;;;;;;;;;;;;;;;;;;;;;2;2;2;2;2;2;2;2;2;2;2;2;;;2;3;1;1;2;1;49;1;4;1;2;2;2;2;;2;3;2;"1440823.54572169";"1349979.57783012";"1499244.44762391";"2828257.81207705";0,359861242111166;10131,8876249837;3;4;1;2
"1418";5;51;3;1;1;1;3;"2";"1";"2";"1";"2";"2";"2";"2";1;2;1;1;2;2;1;2;2;1;"1";"2";"1";"2";"2";2;;;;;;;;;;;;;;;;;;;;;;2;2;2;2;2;2;2;2;2;2;2;2;;;4;3;1;1;2;1;62;3;3;1;1;;;;7;1;3;4;"3669920.78366589";"1496665.07427252";"1927007.87039979";"2810671.34868652";0,225906683261382;7408,47859662321;5;3;4;3
"1419";1;15;3;2;2;1;3;"1";"1";"2";"1";"1";"1";"1";"2";1;1;2;1;1;2;1;2;1;2;"1";"1";"1";"2";"2";1;1;2;1;2;2;97;;;;2;1;2;2;2;2;2;2;2;2;1;4;2;2;2;2;2;2;2;2;2;2;2;2;;;2;3;1;2;2;1;62;3;4;1;1;;;;5;1;3;4;"5164153.94647996";"1283987.89409637";"1499244.44762391";"2061622.47029637";0,179930621055583;5180,1629334607;5;4;4;3
"1420";4;42;2;1;1;1;3;"2";"2";"2";"1";"2";"2";"2";"2";2;1;2;1;2;1;2;2;1;2;"1";"2";"1";"2";"2";2;;;;;;;;;;;;;;;;;;;;;;2;2;2;2;2;2;2;2;2;2;2;2;;;5;3;1;1;6;1;28;1;2;1;1;;;;5;2;3;4;"10072401.6435758";"2651313.51254732";"2041883.72723215";"4835858.60259792";0,455385003963667;23057,7289821835;1;2;1;1
"1421";2;23;3;2;1;1;3;"2";"1";"1";"1";"2";"1";"1";"2";2;1;4;1;1;1;1;1;2;1;"1";"1";"1";"1";"1";2;;;;;;;;;;;;;;;;;;;;;;2;2;2;2;2;2;2;2;2;2;2;2;;;3;1;1;3;1;2;35;1;4;1;1;;;;2;3;3;1;"6273888.68778369";"4474385.18221597";"4208133.6330169";"5881277.34048095";0,637632202876856;7621,20126380249;2;4;1;3
"1422";5;52;2;9;1;1;3;"1";"2";"1";"2";"2";"2";"2";"2";2;2;1;1;2;2;2;2;3;2;"1";"2";"2";"2";"1";1;1;2;1;2;2;1;2;;1;2;2;2;1;2;2;2;2;2;2;2;3;2;2;2;2;2;2;2;2;1;2;2;2;2;2;9;2;1;1;1;1;34;3;2;2;2;2;2;2;;2;97;2;"3669920.78366589";"1265229.88040335";"1976804.0794201";"2153020.05470942";0,767231700726912;33268,4358629357;2;1;4;1
"1423";4;42;2;2;1;1;3;"2";"2";"2";"1";"2";"2";"2";"2";2;2;4;1;1;1;2;2;1;2;"2";"2";"1";"2";"2";1;2;2;2;1;2;3;;;;2;2;2;2;2;2;2;2;2;2;2;6;2;2;2;2;2;2;2;2;2;2;2;2;;;2;1;1;3;3;1;56;1;4;1;1;;;;2;3;3;1;"10072401.6435758";"2356901.94647081";"3392772.73855813";"5811472.35270075";0,455385003963667;11546,0247427746;4;4;1;2
"1424";5;50;2;2;2;1;3;"2";"2";"2";"1";"2";"2";"2";"2";2;1;2;1;1;1;2;2;3;3;;;;;;1;2;2;2;2;1;1;1;;;2;2;1;2;2;2;2;2;2;2;1;3;2;1;1;1;2;1;1;1;2;2;1;2;1;1;2;2;2;1;6;1;71;1;2;2;2;2;2;2;;1;2;4;"2544897.92588269";"1496665.07427252";"1976804.0794201";"2810671.34868652";0,182984706628559;8541,66258365581;5;1;1;3
"1425";1;15;2;1;1;1;3;"2";"2";"2";"1";"1";"2";"1";"2";2;3;5;1;2;1;2;2;2;1;"2";"2";"1";"2";"1";1;1;2;2;2;2;97;;;;2;1;1;2;1;2;2;2;2;2;2;5;2;2;2;2;2;2;2;2;2;2;2;2;;;2;2;2;2;2;1;41;3;3;1;2;2;2;2;;2;97;4;"5164153.94647996";"1349979.57783012";"2358346.69976694";"2828257.81207705";0,89044911686908;31130,0161055559;3;3;4;2
"1426";5;52;2;1;1;1;3;"1";"1";"1";"1";"1";"1";"1";"2";2;1;2;2;2;2;2;2;1;1;"1";"2";"1";"2";"1";2;;;;;;;;;;;;;;;;;;;;;;2;2;2;2;2;2;2;2;2;2;2;2;;;1;1;2;1;1;2;55;0;2;1;2;1;;;5;1;1;97;"3669920.78366589";"1170024.49772926";"1087421.42160812";"2810671.34868652";0,255743900242304;3081,86208620678;4;2;4;3
"1427";1;13;3;2;1;1;1;"2";"2";"2";"1";"2";"2";"2";"2";2;3;5;1;1;1;2;2;3;1;"2";"2";"2";"2";"1";2;;;;;;;;;;;;;;;;;;;;;;2;2;2;2;2;2;2;2;2;2;2;2;;;3;3;2;1;6;1;34;0;3;2;1;;;;5;4;4;3;"5164153.94647996";"1410601.17309659";"1128957.88513977";"2061622.47029637";0,22261227921727;2933,17557303207;2;2;4;3
"1428";4;41;3;97;1;2;4;"2";"2";"2";"1";"2";"2";"2";"2";2;2;5;1;2;1;2;2;3;2;"1";"2";"2";"2";"2";2;;;;;;;;;;;;;;;;;;;;;;2;2;2;2;2;2;2;2;2;2;2;2;;;4;3;1;1;2;1;32;3;3;1;1;;;;2;4;3;4;"2358209.30927529";"2252075.16102183";"3480847.43992385";"5811472.35270075";0,573227083572636;12741,5071758001;2;3;4;2
"1429";1;15;2;1;1;1;3;"2";"1";"2";"1";"2";"2";"1";"2";2;1;3;1;1;1;2;2;3;1;"1";"1";"1";"2";"2";1;1;2;1;2;2;3;;;;2;2;2;2;2;2;1;2;1;2;2;5;2;2;2;2;2;2;2;2;2;2;2;2;;;3;1;1;1;4;1;39;3;2;2;2;2;2;2;;2;2;4;"5164153.94647996";"1410601.17309659";"2267202.44555839";"2061622.47029637";0,179930621055583;4221,84652386445;2;1;4;3
"1430";3;35;3;1;1;1;1;"2";"1";"2";"1";"2";"2";"2";"2";1;2;5;1;1;1;1;1;2;3;;;;;;2;;;;;;;;;;;;;;;;;;;;;;2;2;2;2;2;2;2;2;2;2;2;2;;;4;3;1;1;2;1;39;1;4;1;1;;;;1;3;97;2;"21435571.5784308";"6626547.21734997";"11219551.754314";"16041980.2259275";7,487168691663;110744,182970205;2;4;1;3
"1431";5;50;3;1;2;2;3;"2";"2";"2";"1";"2";"2";"2";"2";2;2;5;1;1;1;1;2;1;1;"1";"1";"1";"1";"1";2;;;;;;;;;;;;;;;;;;;;;;2;2;2;2;2;2;2;2;2;2;2;2;;;5;3;2;1;1;1;24;3;2;2;2;1;;;5;2;2;1;"3669920.78366589";"1628314.05813775";"1976804.0794201";"1954125.97753969";0,182984706628559;6185,4708563109;1;1;4;2
"1432";5;53;3;1;1;1;3;"2";"2";"1";"2";"2";"2";"2";"2";2;2;4;1;1;1;1;2;1;1;"2";"2";"1";"2";"2";1;2;2;1;2;2;3;;;;2;2;2;2;2;1;2;2;2;2;2;5;2;1;1;2;2;2;2;2;2;2;2;2;2;2;2;1;1;2;2;2;71;2;4;1;2;1;;;2;3;5;1;"624691.97513099";"1496665.07427252";"1926584.00950762";"2810671.34868652";0,333634274987034;10583,9105580368;5;4;2;3
"1433";2;26;3;2;1;1;2;"2";"1";"2";"2";"2";"2";"2";"2";2;2;5;1;1;2;2;2;2;1;"1";"2";"2";"2";"1";2;;;;;;;;;;;;;;;;;;;;;;2;2;2;2;2;2;2;2;2;2;2;2;;;4;1;2;2;5;1;51;0;5;;2;2;2;2;;2;97;97;"14898000.1979184";"3882757.46528652";"8995626.46137368";"7731021.03806011";2,78074740431946;161457,692402811;4;1;4;2
"1434";2;21;3;2;2;1;3;"2";"1";"2";"2";"2";"2";"2";"2";2;2;5;1;2;2;2;2;2;1;"1";"1";"1";"1";"1";1;1;2;1;2;2;1;2;;1;2;2;2;2;2;2;1;2;2;2;2;3;2;2;2;2;2;2;2;2;2;2;2;2;;;2;2;2;1;6;1;47;2;3;1;2;1;;;5;2;2;4;"2834846.37084543";"4595041.07124126";"7259394.23046714";"10613747.399869";1,32322649393726;67028,0388560284;3;3;2;1
"1435";3;31;2;1;1;1;3;"2";"2";"2";"1";"2";"2";"2";"2";1;2;3;1;1;1;2;2;1;2;"1";"2";"1";"2";"2";2;;;;;;;;;;;;;;;;;;;;;;2;2;2;2;2;2;2;2;2;2;2;2;;;3;3;1;1;2;1;43;1;3;1;1;;;;2;1;3;4;"21435571.5784308";"7214590.0083199";"12322615.2408783";"15599497.5813694";2,74602789148185;99425,4674967344;3;3;1;2
"1436";2;28;3;1;1;1;4;"1";"2";"2";"1";"2";"2";"2";"2";2;3;5;1;1;1;1;2;2;1;"1";"2";"1";"2";"2";1;1;2;1;2;2;3;;;;2;2;2;1;2;2;2;2;2;2;2;2;1;1;1;2;2;2;1;1;2;2;1;2;2;2;1;3;1;1;1;1;27;3;3;2;1;;;;5;3;2;4;"14898000.1979184";"6037267.85338051";"3762891.45355231";"7731021.03806011";1,27531041771341;35984,6001409099;1;2;4;2
"1437";4;42;2;2;2;1;3;"1";"1";"1";"1";"1";"1";"1";"2";2;2;3;1;1;1;1;1;1;1;"1";"1";"1";"1";"1";2;;;;;;;;;;;;;;;;;;;;;;2;2;2;2;2;2;2;2;2;2;2;2;;;3;3;1;1;2;1;54;1;3;2;2;2;2;2;;1;97;3;"10072401.6435758";"2356901.94647081";"2041883.72723215";"2443804.96747532";0,910770007927334;13451,5716800065;4;2;1;3
"1438";2;23;2;2;2;1;3;"2";"2";"2";"2";"2";"1";"1";"2";2;1;1;1;2;2;2;2;1;2;"2";"2";"2";"2";"1";2;;;;;;;;;;;;;;;;;;;;;;2;2;2;2;2;2;2;2;2;2;2;2;;;4;3;1;1;1;1;25;3;2;1;2;1;;;3;2;2;3;"14898000.1979184";"6037267.85338051";"3762891.45355231";"7731021.03806011";0,637632202876856;17991,650925765;1;2;4;2
"1439";3;33;1;3;3;2;3;"2";"2";"2";"2";"2";"2";"1";"2";2;3;3;1;1;1;1;2;1;3;;;;;;2;;;;;;;;;;;;;;;;;;;;;;2;2;2;2;2;2;2;2;2;2;2;2;;;2;3;1;2;2;2;46;1;4;1;1;;;;3;1;97;2;"21435571.5784308";"7214590.0083199";"11219551.754314";"15599497.5813694";1,35193633479635;30645,5996247657;3;4;1;2
"1440";4;42;2;1;1;1;3;"2";"2";"2";"2";"2";"1";"2";"2";1;2;3;1;2;2;2;2;2;1;"1";"1";"1";"1";"1";2;;;;;;;;;;;;;;;;;;;;;;2;2;2;2;2;2;2;2;2;2;2;2;;;3;3;1;1;1;1;50;1;3;1;1;;;;1;1;4;3;"10072401.6435758";"2356901.94647081";"3480847.43992385";"5811472.35270075";0,455385003963667;15882,1670399769;4;3;1;2
"1441";3;35;3;1;1;1;3;"1";"2";"2";"1";"2";"2";"2";"2";2;2;3;1;2;2;1;2;1;3;;;;;;2;;;;;;;;;;;;;;;;;;;;;;2;2;2;2;2;2;2;2;2;2;2;2;;;2;3;1;1;1;2;61;1;3;1;2;1;;;5;1;2;4;"21435571.5784308";"10873729.3575279";"12322615.2408783";"16041980.2259275";2,74958610490708;156696,697788244;5;3;1;3
"1442";1;15;3;3;1;1;3;"2";"1";"2";"2";"1";"1";"2";"2";1;2;3;1;2;1;2;2;1;1;"2";"2";"2";"2";"1";2;;;;;;;;;;;;;;;;;;;;;;1;1;1;2;2;2;1;1;1;1;1;2;1;1;4;3;2;2;6;1;32;3;3;1;2;2;1;2;;1;3;1;"5164153.94647996";"1410601.17309659";"2358346.69976694";"2828257.81207705";0,359861242111166;10511,4519904255;2;3;4;2
"1443";5;50;3;2;1;1;3;"2";"1";"2";"1";"1";"1";"2";"2";2;2;3;1;1;1;1;2;1;1;"1";"2";"2";"2";"2";2;;;;;;;;;;;;;;;;;;;;;;2;2;2;2;2;2;2;2;2;2;2;2;;;4;3;1;1;1;2;45;1;3;1;1;;;;5;1;97;97;"2544897.92588269";"1357583.87039275";"1927007.87039979";"1954125.97753969";0,160638989646764;5738,58998146469;3;3;1;2
"1444";5;53;2;1;1;1;3;"2";"2";"2";"1";"1";"2";"1";"2";2;1;4;1;2;1;1;2;1;1;"2";"2";"1";"1";"1";1;1;1;2;2;2;3;;;;1;2;2;2;2;2;2;2;1;2;2;2;1;1;1;2;2;2;1;1;2;2;1;2;1;1;4;1;1;1;2;1;41;0;2;2;1;;;;5;2;3;4;"3669920.78366589";"1357583.87039275";"1976804.0794201";"2810671.34868652";1,0009028249611;20898,7236850616;3;1;4;3
"1445";3;35;3;2;1;2;4;"1";"2";"2";"2";"2";"2";"2";"2";2;2;4;1;2;2;2;2;2;2;"1";"2";"2";"2";"2";2;;;;;;;;;;;;;;;;;;;;;;2;2;2;2;2;2;2;2;2;2;2;2;;;3;3;1;1;6;1;26;3;3;1;2;2;1;2;;2;2;4;"14014348.5743857";"8292998.1115813";"12322615.2408783";"8084671.29925415";1,87179217291575;59373,9964132643;1;3;4;1
"1446";4;42;2;1;2;1;1;"2";"2";"2";"1";"2";"2";"2";"2";2;2;5;1;2;2;1;2;97;2;"1";"2";"2";"2";"2";2;;;;;;;;;;;;;;;;;;;;;;2;2;2;2;2;2;97;2;2;2;2;2;;;2;2;2;1;2;1;54;1;2;1;2;1;;;3;2;2;4;"10072401.6435758";"2356901.94647081";"2041883.72723215";"4835858.60259792";0,910770007927334;32215,7684133958;4;2;1;1
"1447";1;15;3;3;2;2;2;"1";"2";"2";"2";"2";"2";"2";"2";2;3;2;2;1;2;2;2;3;1;"1";"1";"1";"2";"1";1;1;1;1;2;1;1;2;;1;1;2;2;2;2;2;2;2;2;2;1;4;1;2;1;2;2;2;1;1;2;2;1;2;1;1;4;1;1;1;1;1;26;3;2;2;1;;;;3;1;2;4;"5164153.94647996";"2120604.22046604";"2267202.44555839";"2828257.81207705";0,179930621055583;15090,765181022;1;1;4;2
"1448";5;52;2;1;1;1;3;"2";"1";"2";"2";"1";"2";"1";"2";1;2;3;1;1;1;1;2;1;1;"1";"2";"2";"2";"1";2;;;;;;;;;;;;;;;;;;;;;;2;2;2;2;2;2;2;2;2;2;2;2;;;3;3;1;1;6;1;39;3;4;1;1;;;;2;5;4;3;"3669920.78366589";"1265229.88040335";"1926584.00950762";"1954125.97753969";0,333634274987034;6231,77248973109;2;4;4;2
"1449";4;41;3;97;1;1;4;"1";"1";"1";"1";"1";"1";"1";"2";2;2;5;1;1;1;1;2;3;1;"1";"2";"1";"2";"1";2;;;;;;;;;;;;;;;;;;;;;;2;2;2;2;2;2;2;2;2;2;2;2;;;2;2;2;1;2;1;81;1;3;1;2;2;2;2;;2;2;4;"10072401.6435758";"3549069.08752912";"3480847.43992385";"5811472.35270075";0,559688106577048;29843,2630984974;5;3;1;2
"1450";1;15;2;1;2;1;3;"2";"2";"2";"1";"2";"2";"2";"2";2;1;3;2;1;2;2;2;1;2;"1";"2";"2";"2";"2";2;;;;;;;;;;;;;;;;;;;;;;2;2;2;2;2;2;2;2;2;2;2;2;;;5;2;2;2;1;2;18;3;4;2;2;2;2;2;;1;97;1;"5164153.94647996";"2120604.22046604";"1499244.44762391";"2363871.19571558";0,359861242111166;22232,570978681;1;4;4;1
"1451";2;25;3;2;2;1;1;"2";"2";"2";"1";"2";"1";"2";"2";2;1;1;1;1;1;2;2;1;1;"2";"2";"1";"1";"2";2;;;;;;;;;;;;;;;;;;;;;;2;2;2;2;2;2;2;2;2;2;2;2;;;4;2;2;1;1;1;36;3;2;2;2;2;2;2;;1;2;2;"14898000.1979184";"4474385.18221597";"8995626.46137368";"10613747.399869";0,66433961503718;45672,5752078315;2;1;4;1
"1452";1;15;2;3;1;1;3;"2";"2";"2";"1";"2";"2";"2";"2";2;1;5;1;1;1;2;2;2;1;"1";"2";"2";"2";"2";2;;;;;;;;;;;;;;;;;;;;;;2;97;2;2;2;2;2;2;2;2;2;2;;;5;3;1;1;1;1;48;1;2;1;1;;;;3;1;3;4;"1440823.54572169";"1349979.57783012";"1128957.88513977";"2061622.47029637";1,24445831785197;21441,1232471233;3;2;1;3
"1453";5;51;3;3;2;1;3;"2";"2";"2";"1";"1";"2";"2";"2";1;3;4;1;2;1;2;2;3;1;"2";"2";"1";"2";"2";1;2;2;2;2;1;1;1;;;2;2;1;2;2;2;1;2;2;2;2;4;1;2;2;2;2;2;2;2;2;2;2;2;2;2;4;2;2;1;1;1;35;3;3;2;2;2;1;1;;4;2;4;"3669920.78366589";"1265229.88040335";"1087421.42160812";"1954125.97753969";0,451813366522763;7564,81210502692;2;2;4;2
"1454";1;11;2;3;2;2;3;"2";"1";"2";"2";"2";"2";"2";"2";2;2;3;2;2;2;2;2;3;3;;;;;;2;;;;;;;;;;;;;;;;;;;;;;2;2;2;2;2;2;2;2;2;2;2;2;;;5;3;1;2;2;1;30;3;4;1;1;;;;1;1;3;4;"5164153.94647996";"1410601.17309659";"1499244.44762391";"2061622.47029637";0,21035526357934;2647,88122605357;2;4;4;3
"1455";1;17;3;1;1;1;3;"2";"1";"2";"1";"1";"2";"2";"2";2;2;3;1;1;1;2;2;2;1;"1";"1";"1";"1";"1";1;2;2;1;2;1;97;;;;1;2;2;2;2;2;2;2;2;2;1;2;1;1;1;2;2;2;1;2;2;2;2;2;1;1;4;2;2;1;1;2;19;2;3;1;1;;;;2;4;97;1;"549242.77217448";"2120604.22046604";"2358346.69976694";"2363871.19571558";0,479463727127881;35331,4773227146;1;3;2;1
"1456";3;35;2;2;2;1;3;"2";"2";"2";"1";"1";"1";"2";"2";2;1;1;1;1;1;1;2;1;1;"1";"1";"1";"1";"1";2;;;;;;;;;;;;;;;;;;;;;;2;2;2;2;2;2;2;2;2;2;2;2;;;4;2;2;3;2;1;37;1;3;1;1;;;;5;3;2;4;"21435571.5784308";"6626547.21734997";"12322615.2408783";"15599497.5813694";1,87179217291575;57411,5372022058;2;3;1;2
"1457";4;41;3;1;1;1;3;"2";"2";"2";"1";"1";"1";"1";"2";2;2;2;1;2;2;1;2;1;1;"1";"1";"1";"1";"1";1;1;2;1;2;2;18;;;;2;1;2;2;2;2;1;2;1;2;2;1;2;2;2;2;2;2;2;2;2;2;2;2;;;5;2;2;1;1;2;19;1;4;2;2;2;1;1;;1;4;4;"10072401.6435758";"2651313.51254732";"3392772.73855813";"5811472.35270075";0,573227083572636;20804,5579123775;1;4;1;2
"1458";1;15;3;1;1;1;2;"1";"2";"2";"2";"2";"2";"2";"2";2;2;5;1;1;1;2;2;2;1;"1";"1";"1";"1";"1";1;2;2;2;2;1;97;;;;2;2;2;2;2;2;2;2;2;2;1;4;2;2;2;2;2;2;2;2;2;2;2;2;;;3;3;1;1;6;1;44;3;3;2;1;;;;5;2;2;4;"5164153.94647996";"1349979.57783012";"1128957.88513977";"2061622.47029637";0,359861242111166;5675,00984784495;3;2;4;3
"1459";2;28;3;1;1;1;3;"1";"1";"1";"1";"1";"1";"1";"2";2;2;5;2;2;2;2;2;1;3;;;;;;2;;;;;;;;;;;;;;;;;;;;;;2;2;2;2;2;2;2;2;2;2;2;2;;;2;3;1;1;2;2;38;3;4;1;1;;;;1;1;97;1;"14898000.1979184";"4474385.18221597";"4208133.6330169";"5881277.34048095";0,637655208856705;7064,00340596182;2;4;4;3
"1460";1;15;2;1;1;1;3;"1";"1";"1";"1";"2";"1";"2";"2";2;1;4;2;2;2;2;2;1;2;"1";"2";"1";"2";"2";2;;;;;;;;;;;;;;;;;;;;;;2;2;2;2;2;2;2;2;2;2;2;2;;;3;2;1;2;1;2;30;1;4;1;1;;;;1;1;5;2;"1440823.54572169";"1410601.17309659";"1499244.44762391";"2828257.81207705";0,179930621055583;4232,70271926497;2;4;1;2
"1461";2;25;3;1;1;1;3;"1";"1";"1";"1";"1";"1";"1";"2";2;2;4;1;2;2;2;2;1;1;"1";"1";"1";"2";"2";2;;;;;;;;;;;;;;;;;;;;;;1;1;1;2;2;2;2;1;2;2;2;2;1;1;2;2;2;1;1;2;22;2;3;2;2;1;;;3;1;3;4;"2834846.37084543";"6037267.85338051";"3762891.45355231";"5881277.34048095";0,66433961503718;7225,7281717054;1;2;2;3
