"ID";"regiao.wgts";"P05";"P06";"P07";"P08";"P09";"P10_01";"P10_02";"P10_03";"P10_04";"P10_05";"P10_06";"P10_07";"P10_08";"P10_09";"P11";"P12";"P12_A";"P13_01";"P13_02";"P13_03";"P13_04";"P13_A";"P14";"P15";"P16";"P17";"P17_A_01";"P17_A_02";"P17_A_03";"P17_A_04";"P17_A_05";"P17_A_06";"P17_A_07";"P18";"P18_A";"P18_B";"P18_C_01";"P18_C_02";"P18_C_03";"P18_C_04";"P18_C_05";"P18_C_06";"P19";"P20_01";"P20_02";"P20_03";"P20_04";"P20_05";"P20_06";"P21_01";"P21_02";"P21_03";"P21_04";"P21_05";"P21_06";"P21_09";"P21_10";"P22_01";"P22_02";"P22_03";"P22_04";"P22_05";"P22_06";"P22_07";"P22_08";"P22_09";"P22_10";"P22_11";"P22_12";"P22_13";"P22_14";"P22_15";"P22_16";"P22_17";"P22_A";"P22_B";"P22_C";"P22_D";"P23";"P24";"P25";"P26";"P26_A";"P27";"P28_01";"P28_02";"P28_03";"P28_04";"P28_05";"P28_06";"P28_07";"P28_08";"P28_09";"P29";"P30_01";"P30_02";"P30_03";"P30_04";"P30_05";"P30_06";"P30_A_01";"P30_A_02";"P30_A_03";"P30_A_04";"P30_A_05";"P30_A_06";"P36";"P38";"edu.cruz";"idade.cruz";"regiao.cruz";"trab.cruz";"raca.cruz";"renda.simples";"renda.cruz";"religiao.simples";"religiao.cruz";"POP_regiao_raca";"POP_regiao_idade";"POP_regiao_edu";"W1";"W2";"idade.wgts";"edu.wgts";"raca.wgts"
"311";3;2;3;2;1;3;2;2;2;1;2;2;2;2;2;2;3;1;1;1;1;1;2;1;1;3;2;2;1;2;2;2;2;2;5;1;1;1;1;1;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;;;;;;;;;;;2;2;2;2;2;2;2;2;2;;2;2;2;2;2;2;2;2;2;2;2;2;;3;3;4;3;1;2;0;0;96;96;3804141,48667104;6329164,84158728;11830617,0641027;0,911643718216876;32917,4532630627;4;3;2
"312";1;3;2;1;1;3;1;1;2;2;2;2;2;2;2;2;1;5;1;2;1;2;2;2;1;3;1;2;2;2;2;2;2;2;11;1;1;2;2;2;2;2;1;1;1;2;1;1;2;2;1;1;2;2;2;2;2;2;2;2;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;;;1;;1;2;2;;;;2;2;2;1;2;2;2;2;2;4;1;1;1;2;2;2;1;1;2;2;2;2;6;;2;3;1;3;1;1;1;1;1;1307518,70265803;1203908,84087813;1122900,34116593;0,648803166905873;23426,8579893515;3;2;1
"313";3;2;1;1;1;3;2;2;1;2;2;2;2;2;2;2;1;3;1;2;2;2;2;4;1;3;1;2;2;2;2;2;2;2;4;1;1;1;2;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;;;;;;;;;;;2;2;2;2;2;2;2;2;2;;1;1;2;2;2;2;2;2;2;2;2;2;4;;2;1;3;2;4;97;;1;1;13960677,4593904;8791279,62274544;5572409,50746999;0,437832198706447;15809,1594885041;1;2;4
"314";2;1;1;1;1;2;1;2;2;2;2;2;2;2;2;2;2;1;1;1;1;1;2;4;1;3;1;2;2;2;2;2;2;2;11;1;2;2;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;;;;;;;;;;;2;2;2;2;2;2;2;2;2;;2;2;2;2;2;2;2;2;1;2;2;2;;1;3;1;2;1;4;3;3;96;96;14461864,302681;6224087,26340164;6475161,96831011;1,04212939412983;37629,0045550139;1;3;4
"315";2;2;3;1;1;4;2;2;2;1;2;2;2;2;2;2;2;97;1;1;2;1;2;4;1;3;1;2;2;2;2;2;2;2;5;2;;2;2;2;2;2;2;1;1;2;2;2;2;2;1;2;2;2;2;2;2;2;2;2;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;;;1;;2;2;2;;;;2;2;2;1;2;2;2;2;2;4;2;2;2;2;2;2;2;2;2;2;2;2;;4;1;3;2;1;4;97;;1;1;14461864,302681;4033401,53710101;9306846,75975905;1,7162482774555;61969,95748674;3;1;4
"316";2;2;2;1;1;3;2;2;2;1;2;2;2;2;2;2;3;5;1;1;2;1;2;97;1;2;2;2;2;1;2;2;2;2;4;2;;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;;;;;;;;;;;2;2;2;2;2;2;2;2;2;;2;2;2;2;2;2;2;2;2;2;2;2;2;;2;5;2;3;4;0;0;2;2;14461864,302681;4695308,90748061;3406005,68748633;1,64535779412841;59410,2577651429;5;2;4
"317";3;3;1;1;1;4;2;2;2;1;1;2;2;2;2;2;1;3;1;2;2;1;2;4;1;2;1;2;2;2;2;2;2;2;12;2;;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;;;;;;;;;;;2;2;2;2;2;2;2;2;2;;2;1;2;1;2;1;2;2;2;2;2;2;2;;3;5;3;3;1;0;0;1;1;19504420,6018672;8798165,98063689;11830617,0641027;1,0766053159745;38873,8544051751;5;3;1
"318";1;3;1;2;1;2;2;2;2;2;2;1;2;2;2;1;3;3;1;1;1;1;2;1;1;3;2;1;2;2;2;2;2;2;5;2;;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;;;;;;;;;;;2;2;2;2;2;2;2;2;2;;2;2;2;2;2;2;2;2;2;2;2;2;1;;4;2;1;2;4;0;0;1;1;4846039,7630248;1463776,52352921;1263379,16937145;0,160589679235043;5798,54076227201;2;4;4
"319";1;2;1;1;1;3;2;2;2;1;2;2;2;2;2;1;1;3;1;1;2;1;2;3;1;3;1;2;2;2;2;2;2;2;11;1;1;1;2;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;;;;;;;;;;;2;2;2;2;2;2;2;2;2;;2;2;2;2;2;2;2;2;2;2;2;2;3;;4;1;1;3;1;5;5;1;1;1307518,70265803;2177738,10825259;1263379,16937145;0,907546885365351;32769,5256228872;1;4;1
"320";3;3;1;1;1;3;2;2;2;2;2;2;1;2;2;2;1;3;2;1;2;1;2;2;1;3;1;2;2;2;2;2;2;2;4;1;1;1;2;2;2;2;2;1;1;2;1;2;2;2;2;2;2;2;2;1;2;2;2;2;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;;;2;;1;1;2;;;;1;2;2;2;2;2;2;2;2;4;1;2;1;1;1;2;1;1;1;1;1;2;;1;2;1;3;1;4;0;0;1;1;13960677,4593904;8791279,62274544;5572409,50746999;1,05403083714385;38058,7395340946;1;2;4
"321";2;3;97;1;1;3;1;2;2;2;2;2;2;2;2;1;2;5;1;1;1;1;2;97;97;2;1;2;2;2;2;2;2;2;4;1;1;1;2;1;2;1;2;1;2;2;2;2;2;1;1;2;2;2;1;2;2;2;2;2;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;;;2;;2;1;2;;;;1;2;2;2;2;2;2;2;2;1;1;2;1;1;1;1;1;2;2;2;1;2;2;;4;4;2;3;4;3;3;2;2;14461864,302681;3470224,48658806;3915537,04929414;0,833875978523604;30109,430912254;4;4;4
"322";5;1;1;1;3;3;2;2;2;1;2;2;2;2;2;1;1;1;1;1;2;1;2;2;2;3;1;2;2;2;2;2;2;2;5;1;1;1;2;2;2;2;2;1;1;2;1;2;2;2;2;2;1;2;2;2;2;2;2;2;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;;;1;;2;1;2;;;;2;1;2;2;2;2;2;2;2;6;2;2;2;2;2;2;2;2;2;2;2;2;;1;2;3;5;1;4;0;0;1;1;3421308,1019427;1249912,24843949;972928,21404694;0,52162862116871;18834,8643388689;3;2;4
"323";3;3;1;2;2;3;2;1;2;2;2;2;2;2;2;1;3;3;1;1;2;2;2;1;1;3;1;2;2;2;2;2;2;2;11;1;1;1;2;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;;;;;;;;;;;2;2;2;2;2;2;2;2;2;;2;2;2;2;2;2;2;2;2;2;2;2;6;;2;1;3;2;1;97;;96;96;19504420,6018672;8791279,62274544;5572409,50746999;0,578903509349608;20902,9348111028;1;2;1
"324";2;3;1;1;1;3;2;2;2;1;2;2;2;2;2;2;2;3;1;1;2;2;2;4;1;3;1;2;2;2;2;2;2;2;12;1;1;1;2;2;2;2;2;1;1;2;1;2;2;2;2;2;1;2;1;2;2;2;2;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;;2;;;1;2;2;;;;2;2;1;1;2;1;2;2;2;4;1;1;1;2;2;2;1;1;2;2;1;1;;1;3;1;2;1;4;0;0;96;96;14461864,302681;6224087,26340164;6475161,96831011;1,04212939412983;37629,0045550139;1;3;4
"325";2;2;1;1;1;3;2;2;2;1;2;2;2;2;2;1;2;3;1;1;2;2;2;4;2;2;1;2;2;2;2;2;2;2;11;1;1;1;2;1;2;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;;;;;;;;;;;2;2;2;2;2;2;2;2;2;;2;2;2;2;2;2;2;2;2;2;2;2;;1;3;1;2;1;4;5;5;96;96;14461864,302681;6224087,26340164;6475161,96831011;1,04212939412983;37629,0045550139;1;3;4
"326";2;3;1;1;2;3;2;2;2;1;2;2;2;2;2;2;2;4;2;2;2;2;2;5;1;2;1;2;2;2;2;2;2;2;4;2;;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;;;;;;;;;;;2;2;2;2;2;2;2;2;2;;2;2;2;2;2;2;2;2;2;2;2;2;3;;2;1;2;3;4;97;;2;2;14461864,302681;6224087,26340164;3406005,68748633;1,66462863438021;60106,0854998738;1;2;4
"327";4;2;1;1;1;3;2;1;2;1;2;2;2;2;2;2;2;3;1;1;1;2;2;4;1;3;1;2;2;2;2;2;2;2;4;1;1;1;2;1;2;2;2;1;1;2;1;2;2;2;2;2;2;2;1;2;2;2;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;;;;2;2;1;2;;;1;2;2;2;2;2;2;2;2;4;2;2;2;2;2;2;2;2;2;2;2;2;;1;3;2;4;1;4;3;3;2;2;2374569,89674108;2302991,36657876;3336804,26555338;0,812747914901957;29346,5429189435;2;3;4
"328";1;3;1;1;1;3;2;2;2;1;2;2;2;2;2;2;2;5;1;2;1;2;2;4;1;2;2;1;2;2;1;2;2;2;11;2;;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;;;;;;;;;;;2;2;2;2;2;2;2;2;2;;2;2;2;2;2;2;2;2;2;2;2;2;;1;2;2;1;1;4;0;0;1;1;4846039,7630248;1463776,52352921;1122900,34116593;0,765323505462595;27634,151608551;2;2;4
"329";4;2;1;2;1;3;2;2;2;1;2;2;2;2;2;2;1;3;2;1;2;2;2;4;1;3;1;2;2;2;2;2;2;2;11;2;;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;;;;;;;;;;;2;2;2;2;2;2;2;2;2;;2;2;2;2;2;2;2;2;2;2;2;2;;1;2;1;4;1;1;3;3;2;2;9518913,45314225;2942917,92101343;2061170,61624244;1,13503040995095;40983,4562835512;1;2;1
"330";2;3;1;2;1;3;2;2;2;1;2;2;2;2;2;1;2;3;1;2;2;2;2;4;1;2;2;2;2;1;2;2;2;2;2;2;;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;;;;;;;;;;;2;2;2;2;2;2;2;2;2;;2;2;2;2;2;2;2;2;2;2;1;2;;2;2;3;2;1;2;0;0;2;2;2678539,92998988;4033401,53710101;3406005,68748633;0,630879088620535;22779,6588725791;3;2;2
"331";3;3;2;1;1;3;2;2;2;1;2;2;2;2;2;2;3;4;1;1;1;1;2;4;1;3;1;2;2;2;2;2;2;2;11;1;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;;;;;;;;;;;2;2;2;2;2;2;2;2;2;;2;2;2;2;2;2;2;2;2;2;2;2;4;;3;4;3;3;1;0;0;96;96;19504420,6018672;6329164,84158728;11830617,0641027;1,24521378936827;44961,9362202418;4;3;1
"332";3;1;1;2;3;3;2;1;2;1;1;2;2;2;2;2;1;5;1;1;2;2;2;4;1;2;1;2;2;2;2;2;2;2;11;2;;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;;;;;;;;;;;2;2;2;2;2;2;2;2;2;;2;2;2;2;2;2;2;2;2;2;2;2;;1;4;5;3;1;1;5;5;96;96;19504420,6018672;8798165,98063689;9667487,9365852;0,666962198062366;24082,5407384912;5;4;1
"333";3;2;2;1;1;3;2;1;2;1;2;2;2;2;2;1;3;5;1;2;1;1;2;2;1;3;1;2;2;2;2;2;2;2;11;1;1;1;1;1;1;1;2;1;1;2;1;2;2;2;2;1;1;2;2;2;2;2;2;2;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;;;2;;2;2;2;;;;1;2;2;2;2;2;2;2;2;4;2;1;1;2;2;2;2;1;2;1;2;2;7;;4;4;3;2;1;0;0;2;2;19504420,6018672;6329164,84158728;9667487,9365852;0,320437253882808;11570,2857570968;4;4;1
"334";1;1;2;3;1;3;2;2;2;2;2;2;1;2;2;2;1;1;1;1;1;1;2;4;1;3;1;2;2;2;2;2;2;2;11;1;1;1;2;2;2;2;2;1;2;2;2;2;2;1;2;2;1;2;2;2;2;2;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;;;;2;1;2;;;;2;1;2;2;2;2;2;2;2;4;2;2;2;2;2;2;2;2;2;2;2;2;;3;2;4;1;1;4;0;0;2;2;4846039,7630248;867409,054416;1122900,34116593;1,30801382484902;47229,5076316914;4;2;4
"335";2;3;2;1;1;4;2;2;2;2;1;2;2;2;2;2;2;5;1;2;2;2;2;4;1;3;2;2;2;2;1;2;2;2;97;1;1;2;1;1;2;2;2;1;2;2;2;2;2;1;1;2;1;2;2;2;2;2;2;2;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;;;2;;2;2;2;;;;2;2;2;2;2;2;2;1;2;5;2;2;2;2;2;2;2;2;2;2;2;2;;4;1;3;2;1;1;0;0;96;96;5740319,00842639;4033401,53710101;9306846,75975905;1,9791422744813;71462,4825678791;3;1;1
"336";2;1;1;1;1;2;2;2;2;1;2;2;2;2;2;1;1;1;1;1;1;1;2;2;1;1;2;2;2;2;1;2;2;2;4;2;;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;;;;;;;;;;;2;2;2;2;2;2;2;2;2;;2;2;1;2;2;2;2;2;2;2;2;2;4;;3;3;2;2;4;0;0;1;1;14461864,302681;4033401,53710101;6475161,96831011;0,172696365255859;6235,68661574231;3;3;4
"337";2;2;2;2;1;3;2;2;2;1;2;2;2;2;2;2;1;3;1;1;1;1;2;3;1;3;1;2;2;2;2;2;2;2;11;1;1;2;2;2;1;1;2;1;2;2;2;2;1;2;1;2;2;2;2;2;2;2;1;2;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;;2;;2;2;2;;;;2;2;2;1;2;2;2;2;2;4;1;1;1;2;2;2;1;1;2;2;2;2;6;;3;3;2;2;1;0;0;1;1;5740319,00842639;4033401,53710101;6475161,96831011;0,199149902503541;7190,86577026606;3;3;1
"338";3;2;1;1;1;4;2;1;2;2;2;2;2;2;2;1;2;1;1;1;2;2;2;4;1;2;1;2;2;2;2;2;2;2;11;1;1;1;2;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;;;;;;;;;;;2;2;2;2;2;2;2;2;2;;2;2;2;2;2;2;2;2;2;2;2;2;;2;2;2;3;1;1;5;5;2;2;19504420,6018672;7210035,70585308;5572409,50746999;0,924314594834533;33374,9708003738;2;2;1
"339";2;3;1;1;1;3;2;1;2;2;2;2;2;2;2;1;2;5;1;1;1;1;1;1;1;3;1;2;2;2;2;2;2;2;11;1;1;2;2;2;2;2;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;;;;;;;;;;;2;2;2;2;2;2;2;2;2;;2;2;2;2;2;2;2;2;2;2;2;2;2;;4;4;2;3;1;5;5;96;96;5740319,00842639;3470224,48658806;3915537,04929414;0,961608656771583;34721,5775023909;4;4;1
"340";5;3;1;1;1;1;1;2;2;2;2;2;2;2;2;3;3;1;2;2;1;2;2;4;1;2;97;2;2;2;2;2;2;2;;1;1;2;2;2;2;1;2;1;2;2;2;2;1;2;1;2;2;2;2;2;2;2;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;;;;1;2;1;2;;;2;2;2;2;2;2;2;1;2;7;1;2;1;2;2;2;2;1;2;2;2;1;;2;1;4;5;1;4;0;0;1;1;3421308,1019427;1042502,13509057;1966031,961604;1,24683667697778;45020,5351289707;4;1;4
"341";1;3;3;1;1;3;1;1;1;1;1;1;1;2;2;2;2;4;1;2;1;1;2;4;1;3;1;2;2;2;2;2;2;2;11;1;1;1;2;2;2;1;2;1;1;2;1;1;1;2;2;2;2;2;1;2;2;2;2;2;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;;;1;;2;2;2;;;;2;1;2;2;2;2;2;2;2;4;2;2;2;2;2;2;2;2;2;2;2;2;;3;4;3;1;1;1;5;5;1;1;1307518,70265803;1203908,84087813;1263379,16937145;0,396580343720917;14319,6455683546;3;4;1
"342";3;2;3;1;3;2;2;2;2;2;2;1;2;2;2;2;2;2;1;2;2;2;2;2;1;3;1;2;2;2;2;2;2;2;12;1;1;2;2;2;2;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;;;;;;;;;;;2;2;2;2;2;2;2;2;2;;2;2;2;2;2;2;2;2;2;2;2;2;;1;4;1;3;1;1;3;3;1;1;19504420,6018672;8791279,62274544;9667487,9365852;1,31937557466352;47639,7554741675;1;4;1
"343";3;2;1;1;1;4;2;2;2;2;2;2;1;2;2;1;2;3;1;2;2;2;2;4;1;3;1;2;2;2;2;2;2;2;4;2;;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;;;;;;;;;;;2;2;2;2;2;2;2;2;2;;2;2;2;2;2;2;2;2;2;2;2;2;4;;2;1;3;3;4;3;3;1;1;13960677,4593904;8791279,62274544;5572409,50746999;1,25378552505447;45271,4427776783;1;2;4
"344";2;3;2;1;1;4;2;2;2;2;2;2;2;2;1;3;3;5;2;2;2;2;2;4;1;3;1;2;2;2;2;2;2;2;11;1;1;1;2;2;2;2;2;1;2;2;1;2;2;2;1;2;2;2;2;2;2;2;2;2;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;;;1;;1;2;2;;;;2;2;2;1;2;2;2;2;1;97;1;1;1;1;2;2;1;1;2;2;1;2;4;;2;3;2;2;1;97;;1;1;5740319,00842639;4033401,53710101;3406005,68748633;0,208301407424704;7521,30652196483;3;2;1
"345";3;2;2;1;1;2;2;2;2;2;1;2;2;2;2;2;3;3;1;1;1;1;2;3;2;97;1;2;2;2;2;2;2;2;12;1;1;2;2;1;2;2;2;1;1;2;2;2;1;2;1;2;2;2;2;2;2;2;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;;;;2;2;2;;;;2;2;2;2;2;2;2;2;1;4;2;1;1;2;2;2;2;2;2;2;2;2;4;;1;4;3;3;1;97;;1;1;19504420,6018672;6329164,84158728;10649723,4784583;2,96328492573513;106997,713140408;4;1;1
"346";4;1;1;2;1;3;2;2;2;1;1;2;2;2;2;2;2;3;1;2;2;2;2;4;1;3;1;2;2;2;2;2;2;2;11;1;1;1;2;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;;;;;;;;;;;2;2;2;2;2;2;2;2;2;;2;2;2;2;2;2;2;2;2;2;2;2;;2;2;1;4;1;1;3;3;1;1;9518913,45314225;2942917,92101343;2061170,61624244;1,13503040995095;40983,4562835512;1;2;1
"347";2;97;3;1;1;3;2;1;1;2;2;2;2;2;2;2;1;3;2;2;1;2;2;2;1;3;2;2;1;2;2;2;2;2;4;1;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;;;;;;;;;;;2;2;2;2;2;2;2;2;2;;2;2;2;2;2;2;2;2;2;2;2;2;3;;2;1;2;3;4;97;;1;1;14461864,302681;6224087,26340164;3406005,68748633;1,66462863438021;60106,0854998738;1;2;4
"348";5;3;2;2;1;3;2;2;2;1;2;2;1;2;2;3;1;2;2;2;2;2;2;2;1;3;1;2;2;2;2;2;2;2;11;1;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;;;;;;;;;;;2;2;2;2;2;2;2;2;2;;2;2;2;2;2;2;2;2;2;2;2;2;4;;2;2;5;2;4;0;0;2;2;3421308,1019427;1352560,93081092;972928,21404694;0,277102724467329;10005,5710355377;2;2;4
"349";3;3;2;1;1;3;2;2;2;1;2;1;2;2;2;2;2;4;1;1;1;97;2;4;1;2;1;2;2;2;2;2;2;2;11;1;2;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;;;;;;;;;;;2;2;2;2;2;2;2;2;2;;2;2;2;2;2;2;2;2;2;2;2;2;;2;2;4;3;1;4;97;;2;2;13960677,4593904;6329164,84158728;5572409,50746999;0,616273507191283;22252,2833919279;4;2;4
"350";2;3;2;3;1;3;2;2;2;1;2;2;2;2;2;3;1;1;2;1;2;2;2;4;1;3;3;2;2;2;2;2;2;2;;1;2;1;2;1;2;2;2;1;1;2;1;2;1;2;1;2;1;2;2;2;2;2;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;;;;1;2;2;;;;2;1;2;2;2;2;2;2;2;5;1;1;2;2;2;2;1;1;2;2;2;1;;5;1;3;2;1;4;0;0;1;1;14461864,302681;4033401,53710101;9306846,75975905;1,7162482774555;61969,95748674;3;1;4
"351";1;2;1;1;1;3;2;2;2;1;2;2;2;2;2;2;2;5;2;2;2;2;2;2;1;3;2;2;2;2;1;2;1;2;9;1;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;;;;;;;;;;;2;2;2;2;2;2;2;2;2;;2;2;2;2;2;2;2;2;2;2;2;2;4;;2;2;1;3;4;3;3;1;1;4846039,7630248;1463776,52352921;1122900,34116593;1,25987439447494;45491,2984850868;2;2;4
"352";2;2;2;97;3;3;2;2;1;1;2;2;1;2;2;3;2;3;2;1;1;2;2;2;97;97;3;2;2;2;2;2;2;2;;1;1;1;2;1;2;2;2;1;1;2;1;2;2;2;2;2;2;2;2;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;;;;;2;1;2;;;;2;1;2;2;2;2;2;2;2;7;2;2;2;2;2;2;2;2;2;2;2;2;2;;3;4;2;2;1;0;0;2;2;5740319,00842639;3470224,48658806;6475161,96831011;0,215541336951689;7782,72448280875;4;3;1
"353";1;3;2;97;1;3;2;1;2;1;2;2;2;2;2;3;2;5;1;2;2;1;2;4;1;97;1;2;2;2;2;2;2;2;11;1;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;;;;;;;;;;;2;2;2;2;2;2;2;2;2;;2;2;2;2;2;2;2;2;2;2;2;2;1;;2;5;1;3;1;0;0;96;96;1307518,70265803;1012067,2864541;1122900,34116593;0,75918902657029;27412,6490432444;5;2;1
"354";3;2;1;2;2;4;2;2;2;1;2;2;2;2;2;2;1;3;2;1;2;2;2;3;2;2;2;2;2;2;1;2;2;2;4;2;;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;;;;;;;;;;;2;2;2;2;2;2;2;2;2;;2;2;2;2;2;2;2;2;2;2;2;2;;2;1;2;3;1;4;0;0;96;96;13960677,4593904;7210035,70585308;10649723,4784583;2,13723766184163;77170,9599264664;2;1;4
"355";5;3;2;1;1;4;1;2;2;2;2;2;2;2;2;3;3;5;2;2;2;2;2;4;1;2;1;2;2;2;2;2;2;2;11;2;;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;;;;;;;;;;;2;2;2;2;2;2;2;2;2;;1;1;2;2;2;2;2;2;2;2;2;2;;1;2;1;5;1;2;97;;96;96;598750,94332013;1692837,76193263;972928,21404694;0,817436895976739;29515,8517314722;1;2;2
"356";3;2;1;1;1;2;1;2;2;2;2;2;2;2;2;1;2;5;1;1;2;2;2;4;1;3;1;2;2;2;2;2;2;2;11;1;1;1;2;1;2;2;2;1;1;2;2;2;2;2;2;2;2;2;2;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;2;;;;;2;1;2;;;;1;1;2;2;2;2;2;2;2;4;2;2;2;2;2;2;2;2;2;2;2;2;;2;4;2;3;1;1;0;0;1;1;19504420,6018672;7210035,70585308;9667487,9365852;0,87505721112098;31596,39481301;2;4;1
"357";3;2;1;2;3;3;2;2;2;1;2;2;2;2;2;2;2;2;1;2;2;2;2;1;2;2;1;2;2;2;2;2;2;2;11;2;;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;;;;;;;;;;;2;2;2;2;2;2;2;2;2;;2;2;2;2;2;2;2;2;2;2;2;2;6;;4;1;3;3;1;3;3;1;1;19504420,6018672;8791279,62274544;9667487,9365852;1,56941707901643;56668,2052609567;1;4;1
"358";2;2;1;2;1;3;1;1;1;1;1;1;1;2;2;2;2;2;1;1;1;1;2;1;1;3;1;2;2;2;2;2;2;2;4;2;;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;;;;;;;;;;;2;2;2;2;2;2;2;2;2;;2;2;2;2;2;2;2;2;2;2;2;2;4;;3;3;2;3;1;0;0;1;1;5740319,00842639;4033401,53710101;6475161,96831011;1,07835933590624;38937,1882141751;3;3;1
