"ID";"regiao.wgts";"P05";"P06";"P07";"P08";"P09";"P10_01";"P10_02";"P10_03";"P10_04";"P10_05";"P10_06";"P10_07";"P10_08";"P10_09";"P11";"P12";"P12_A";"P13_01";"P13_02";"P13_03";"P13_04";"P13_A";"P14";"P15";"P16";"P17";"P17_A_01";"P17_A_02";"P17_A_03";"P17_A_04";"P17_A_05";"P17_A_06";"P17_A_07";"P18";"P18_A";"P18_B";"P18_C_01";"P18_C_02";"P18_C_03";"P18_C_04";"P18_C_05";"P18_C_06";"P19";"P20_01";"P20_02";"P20_03";"P20_04";"P20_05";"P20_06";"P21_01";"P21_02";"P21_03";"P21_04";"P21_05";"P21_06";"P21_09";"P21_10";"P22_01";"P22_02";"P22_03";"P22_04";"P22_05";"P22_06";"P22_07";"P22_08";"P22_09";"P22_10";"P22_11";"P22_12";"P22_13";"P22_14";"P22_15";"P22_16";"P22_17";"P22_A";"P22_B";"P22_C";"P22_D";"P23";"P24";"P25";"P26";"P26_A";"P27";"P28_01";"P28_02";"P28_03";"P28_04";"P28_05";"P28_06";"P28_07";"P28_08";"P28_09";"P29";"P30_01";"P30_02";"P30_03";"P30_04";"P30_05";"P30_06";"P30_A_01";"P30_A_02";"P30_A_03";"P30_A_04";"P30_A_05";"P30_A_06";"P36";"P38";"edu.cruz";"idade.cruz";"regiao.cruz";"trab.cruz";"raca.cruz";"renda.simples";"renda.cruz";"religiao.simples";"religiao.cruz";"POP_regiao_raca";"POP_regiao_idade";"POP_regiao_edu";"W1";"W2";"idade.wgts";"edu.wgts";"raca.wgts"
"1";3;2;1;1;1;2;2;2;2;2;2;2;2;2;2;1;1;3;1;1;1;1;2;1;2;3;2;2;2;2;1;2;2;2;11;2;;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;;;;;;;;;;;2;2;2;2;2;2;2;2;2;;2;2;2;2;2;2;2;2;2;2;2;2;5;;2;5;3;3;4;3;3;1;1;13960677,4593904;8798165,98063689;5572409,50746999;0,633805540853956;22885,3266380617;5;2;4
"2";1;2;2;2;2;3;2;2;2;1;2;2;2;2;2;2;2;2;1;1;1;2;2;5;1;3;1;2;2;2;2;2;2;2;11;1;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;;;;;;;;;;;2;2;2;2;2;2;2;2;2;;2;2;2;2;2;2;2;2;2;2;2;2;;3;4;2;1;1;4;0;0;2;2;4846039,7630248;1463776,52352921;1263379,16937145;0,770097073953619;27806,5146869789;2;4;4
"3";3;2;1;3;1;4;2;2;2;1;2;2;2;2;2;3;3;5;2;2;2;2;2;4;1;2;2;2;2;2;2;2;2;2;11;2;;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;;;;;;;;;;;2;2;2;2;2;2;2;2;2;;2;1;2;2;2;2;2;2;2;2;2;2;;4;1;4;3;1;2;97;;1;1;3804141,48667104;6329164,84158728;10649723,4784583;2,16947492141387;78334,976596678;4;1;2
"4";4;3;1;1;1;3;2;2;2;1;2;2;2;2;2;1;1;2;2;2;1;1;2;1;1;3;1;2;2;2;2;2;2;2;11;1;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;;;;;;;;;;;2;2;2;2;2;2;2;2;2;;2;2;2;2;2;2;2;2;2;2;2;2;;1;4;1;4;1;1;3;3;2;2;9518913,45314225;2942917,92101343;3043136,18139733;0,916881875827821;33106,5916346626;1;4;1
"5";5;3;1;1;1;3;2;1;2;1;1;2;2;2;2;2;2;3;2;1;2;2;2;4;2;2;1;2;2;2;2;2;2;2;11;1;1;1;2;2;2;2;2;1;1;1;2;2;2;2;1;2;2;2;2;2;2;2;2;2;2;1;2;2;2;2;2;2;2;2;2;2;2;2;2;;;;2;2;2;2;;;;2;2;2;1;2;2;2;2;2;4;2;2;2;2;2;2;2;2;2;2;2;2;1;;3;2;5;3;4;3;3;2;2;3421308,1019427;1352560,93081092;1826530,14140164;1,28188405656327;46286,0190635883;2;3;4
"6";3;3;1;1;1;4;1;1;1;1;1;1;1;2;2;3;2;5;1;1;2;2;2;4;1;1;1;2;2;2;2;2;2;2;11;1;2;2;2;2;2;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;;;;;;;;;;;2;2;2;2;2;2;2;2;2;;2;2;2;2;2;2;2;2;2;2;2;2;4;;3;3;3;3;4;97;;2;2;13960677,4593904;6591591,83579349;11830617,0641027;0,978124934974382;35317,9440488349;3;3;4
"7";2;2;1;1;1;3;1;2;2;2;2;2;2;2;2;1;2;2;1;1;1;1;2;4;1;3;97;2;2;2;2;2;2;2;;1;1;1;2;1;2;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;;;;;;;;;;;2;2;2;2;2;2;2;2;2;;2;2;2;2;2;2;2;2;2;2;2;2;6;;4;3;2;2;1;97;;2;2;5740319,00842639;4033401,53710101;3915537,04929414;0,164083339222203;5924,68915450718;3;4;1
"8";3;2;1;2;1;3;2;2;2;1;1;2;2;2;2;3;1;3;2;2;2;2;2;2;1;3;2;2;2;2;1;2;2;2;11;2;;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;;;;;;;;;;;2;2;2;2;2;2;2;2;2;;2;2;2;2;2;2;2;2;2;2;2;2;6;;3;1;3;2;4;0;0;1;1;13960677,4593904;8791279,62274544;11830617,0641027;0,562483386870092;20310,0402367284;1;3;4
"9";3;2;2;1;1;3;2;2;2;1;2;2;2;2;2;2;1;3;1;2;1;1;2;4;1;3;97;2;2;2;2;2;2;2;;2;;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;;;;;;;;;;;2;2;2;2;2;2;2;2;2;;2;2;2;2;2;2;2;2;2;2;2;2;4;;4;5;3;3;1;5;5;1;1;19504420,6018672;8798165,98063689;9667487,9365852;0,793361560421768;28646,5442190227;5;4;1
"10";3;2;2;1;2;3;2;2;2;1;1;2;2;2;2;2;2;3;1;1;1;2;2;2;1;3;2;2;2;2;1;2;2;2;4;1;1;1;2;1;2;2;2;1;1;2;1;2;1;2;2;2;2;2;2;1;2;2;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;;;;1;2;1;2;;;2;2;2;1;2;2;2;2;2;6;1;1;1;2;2;2;1;2;2;2;2;2;4;;2;4;3;3;1;97;;1;1;19504420,6018672;6329164,84158728;5572409,50746999;0,969263633353515;34997,9819012041;4;2;1
"11";3;3;1;1;2;97;2;2;2;1;1;2;2;2;2;2;1;3;1;2;97;2;2;4;2;2;1;2;2;2;2;2;2;2;4;2;;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;;;;;;;;;;;2;2;2;2;2;2;2;2;2;;2;2;2;2;2;2;2;2;2;2;2;2;;4;1;5;3;1;4;0;0;2;2;13960677,4593904;8798165,98063689;10649723,4784583;1,62898689435118;58819,1405144856;5;1;4
"12";3;3;2;1;1;3;2;2;2;2;2;2;2;2;1;2;1;3;1;2;2;2;2;97;1;3;1;2;2;2;2;2;2;2;4;1;1;1;1;2;2;1;2;1;1;2;1;2;1;2;1;2;2;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;;;;;2;2;1;2;;;2;2;2;2;1;2;2;2;2;4;1;2;1;2;2;2;1;1;2;2;2;2;;2;2;3;3;1;4;5;5;96;96;13960677,4593904;6591591,83579349;5572409,50746999;0,640062513589681;23111,252187134;3;2;4
"13";3;2;1;1;1;3;2;2;2;1;2;2;2;2;2;2;3;4;1;2;2;2;2;4;1;3;2;2;2;2;1;2;2;2;11;2;;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;;;;;;;;;;;2;2;2;2;2;2;2;2;2;;2;2;2;2;2;2;2;2;2;2;2;2;4;;2;4;3;3;4;0;0;1;1;13960677,4593904;6329164,84158728;5572409,50746999;0,733066600674351;26469,4255927178;4;2;4
"14";3;3;2;1;1;3;2;2;2;1;2;2;2;2;2;2;3;5;1;2;1;2;2;4;2;1;1;2;2;2;2;2;2;2;11;1;2;1;2;2;2;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;;;;;;;;;;;2;2;2;2;2;2;2;2;2;;2;2;2;2;2;2;2;2;2;2;2;2;6;;2;3;3;2;4;3;3;1;1;13960677,4593904;6591591,83579349;5572409,50746999;0,265874552962722;9600,14641257697;3;2;4
"15";3;2;1;1;1;3;1;2;2;2;2;2;2;2;2;2;2;4;1;1;1;2;2;5;2;2;1;2;2;2;2;2;2;2;12;2;;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;;;;;;;;;;;2;2;2;2;2;2;2;2;2;;2;2;2;2;2;2;2;2;2;2;2;2;2;;3;5;3;3;2;0;0;2;2;3804141,48667104;8798165,98063689;11830617,0641027;0,937578580205324;33853,9041926633;5;3;2
"16";3;3;1;1;1;3;2;2;2;1;1;2;2;2;2;2;2;2;1;2;2;2;2;1;1;3;1;2;2;2;2;2;2;2;5;2;;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;;;;;;;;;;;2;2;2;2;2;2;2;2;2;;2;2;2;2;2;2;2;2;2;2;2;2;;1;4;1;3;1;4;5;5;2;2;13960677,4593904;8791279,62274544;9667487,9365852;0,997860782401391;36030,5621717966;1;4;4
"17";3;3;1;1;1;3;2;2;1;1;2;2;2;2;2;2;3;5;1;2;2;2;2;4;1;2;1;2;2;2;2;2;2;2;11;1;1;2;2;2;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;;;;;;;;;;;2;2;2;2;2;2;2;2;2;;2;2;2;2;2;2;2;2;2;2;2;2;;2;3;2;3;1;4;97;;1;1;13960677,4593904;7210035,70585308;11830617,0641027;0,898097170666837;32428,3171708111;2;3;4
"18";3;2;3;1;3;4;2;2;2;2;2;2;1;2;2;2;1;2;1;1;2;1;2;1;1;3;1;2;2;2;2;2;2;2;11;2;;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;;;;;;;;;;;2;2;2;2;2;2;2;2;2;;1;1;1;2;2;2;2;2;2;2;2;2;;4;1;4;3;1;1;0;0;1;1;19504420,6018672;6329164,84158728;10649723,4784583;2,49117064167147;89950,7028117604;4;1;1
"19";4;3;1;1;2;4;1;2;2;1;1;2;2;2;2;3;2;3;2;2;2;2;2;5;1;3;1;2;2;2;2;2;2;2;4;2;;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;;;;;;;;;;;2;2;2;2;2;2;2;2;2;;2;2;2;2;2;2;2;2;2;2;2;2;;1;4;1;4;1;4;3;3;2;2;2374569,89674108;2942917,92101343;3043136,18139733;0,653260912112953;23587,8173823474;1;4;4
"20";3;2;1;1;1;3;2;2;2;1;2;2;2;2;2;2;2;3;1;1;1;2;2;1;1;2;1;2;2;2;2;2;2;2;5;2;;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;;;;;;;;;;;2;2;2;2;2;2;2;2;2;;2;2;2;2;2;2;2;2;2;2;2;2;;3;4;2;3;1;1;3;3;1;1;19504420,6018672;7210035,70585308;9667487,9365852;0,87505721112098;31596,39481301;2;4;1
"21";3;2;1;1;1;3;2;2;2;1;2;1;2;2;2;2;2;3;1;1;1;1;2;3;1;3;2;2;2;2;1;2;2;2;11;1;2;2;2;2;2;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;;;;;;;;;;;2;2;2;2;2;2;2;2;2;;2;2;2;2;2;2;2;2;2;2;2;2;;1;4;4;3;1;4;3;3;1;1;13960677,4593904;6329164,84158728;9667487,9365852;0,583431852644378;21066,4433460557;4;4;4
"22";3;2;2;2;1;3;2;2;2;1;2;2;2;2;2;2;2;5;1;1;1;1;2;4;1;3;1;2;2;2;2;2;2;2;11;2;;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;;;;;;;;;;;2;2;2;2;2;2;2;2;2;;2;2;2;2;2;2;2;2;2;2;2;2;;2;4;4;3;1;1;97;;1;1;19504420,6018672;6329164,84158728;9667487,9365852;0,771415962462424;27854,1368555742;4;4;1
"23";5;3;2;1;2;3;1;2;2;2;2;2;2;2;2;2;2;5;1;1;1;1;2;4;1;3;1;2;2;2;2;2;2;2;11;1;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;;;;;;;;;;;2;2;2;2;2;2;2;2;2;;2;2;2;2;2;2;2;2;2;2;2;2;;3;4;3;5;1;4;5;5;96;96;3421308,1019427;1249912,24843949;1763115,81930727;0,568356941661204;20522,1214055677;3;4;4
"24";3;2;1;1;1;3;2;2;2;1;2;1;2;2;2;3;2;3;2;2;1;2;2;4;1;3;2;2;1;2;2;2;2;2;11;2;;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;;;;;;;;;;;2;2;2;2;2;2;2;2;2;;2;2;2;2;2;2;2;2;2;2;2;2;4;;3;5;3;3;1;3;3;1;1;19504420,6018672;8798165,98063689;11830617,0641027;1,0766053159745;38873,8544051751;5;3;1
"25";3;3;2;1;1;4;2;2;2;1;2;2;2;2;2;2;3;5;1;2;2;2;2;4;1;3;1;2;2;2;2;2;2;2;5;2;;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;;;;;;;;;;;2;2;2;2;2;2;2;2;2;;2;2;2;2;2;2;2;2;2;2;2;2;7;;4;4;3;3;4;1;1;2;2;13960677,4593904;6329164,84158728;9667487,9365852;0,694000958912553;25058,8510325149;4;4;4
"26";2;3;2;1;1;2;2;2;2;1;2;2;1;2;2;1;1;3;2;1;2;2;2;4;1;3;2;2;1;2;2;2;1;2;5;1;1;1;2;2;2;1;2;1;1;2;2;2;2;2;2;2;1;2;2;2;1;2;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;;;;2;1;1;2;;;2;2;1;1;2;2;2;2;2;5;2;1;2;2;2;2;1;2;2;1;2;2;;1;3;2;2;1;3;0;0;96;96;222828,22375231;4680529,27027831;6475161,96831011;0,182381557482968;6585,39764441393;2;3;3
"27";2;3;2;1;1;3;2;2;2;1;2;2;2;2;2;2;2;4;1;1;1;2;2;2;1;2;2;2;2;1;2;2;2;2;4;2;;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;;;;;;;;;;;2;2;2;2;2;2;2;2;2;;2;2;2;2;2;2;2;2;2;2;2;2;;2;3;3;2;1;4;97;;1;1;14461864,302681;4033401,53710101;6475161,96831011;0,612326411797507;22109,7624426215;3;3;4
"28";3;3;1;1;1;3;1;1;1;1;1;1;1;2;2;2;2;2;1;2;1;1;2;1;1;3;1;2;2;2;2;2;2;2;11;1;1;1;2;2;2;2;2;1;1;2;2;2;2;2;2;2;2;2;1;2;2;2;2;2;2;1;2;2;2;2;2;2;2;2;2;2;2;2;2;;;;1;2;2;2;;;;1;2;2;2;2;2;2;2;2;2;1;2;2;2;2;2;2;2;2;2;2;2;6;;2;1;3;2;1;0;0;2;2;19504420,6018672;8791279,62274544;5572409,50746999;0,578903509349608;20902,9348111028;1;2;1
"29";3;2;1;1;1;1;2;2;2;1;2;2;2;2;2;2;1;3;1;2;2;2;2;1;1;3;1;2;2;2;2;2;2;2;4;2;;2;2;2;2;2;2;1;1;2;2;2;2;2;2;2;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;2;;;;;2;2;2;;;;2;1;2;2;2;2;2;2;2;4;2;1;2;2;2;2;1;2;2;2;1;2;;2;3;1;3;1;2;3;3;2;2;3804141,48667104;8791279,62274544;11830617,0641027;1,55921125973507;56299,6955323288;1;3;2
"30";4;3;1;1;1;3;2;1;2;2;2;2;2;2;2;1;1;1;2;2;1;2;2;4;1;3;1;2;2;2;2;2;2;2;4;2;;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;;;;;;;;;;;2;2;2;2;2;2;2;2;2;;2;2;2;2;2;2;2;2;2;2;2;2;;2;3;2;4;1;1;0;0;2;2;9518913,45314225;2302991,36657876;3336804,26555338;1,14072925376807;41189,2290226759;2;3;1
"31";3;3;4;1;1;3;1;1;1;1;1;1;1;1;2;2;2;2;2;1;2;2;2;1;1;1;1;2;2;2;2;2;2;2;11;1;1;1;1;2;2;1;2;1;2;2;2;2;1;2;2;2;2;2;2;2;2;2;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;;;;2;2;1;2;;;2;2;2;2;2;2;2;2;1;5;2;2;2;2;2;2;2;2;2;2;2;2;;3;3;3;3;1;1;5;5;96;96;19504420,6018672;6591591,83579349;11830617,0641027;1,08723363913512;39257,6198213279;3;3;1
"32";2;2;1;1;1;3;2;2;2;1;2;2;2;2;2;2;1;3;1;1;1;2;2;3;1;3;2;2;2;2;1;2;2;2;11;2;;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;;;;;;;;;;;2;2;2;2;2;2;2;2;2;;2;2;2;2;2;2;2;2;2;2;2;2;4;;3;2;2;2;4;0;0;1;1;14461864,302681;4680529,27027831;6475161,96831011;0,205665241555407;7426,12035980272;2;3;4
"33";2;2;1;1;1;3;2;2;2;2;2;2;1;2;2;2;1;3;1;2;2;1;2;3;1;3;2;1;2;2;2;2;2;2;5;1;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;;;;;;;;;;;2;2;2;2;2;2;2;2;2;;2;2;2;2;2;2;2;2;2;2;2;2;;3;4;2;2;1;4;5;5;2;2;14461864,302681;4680529,27027831;3915537,04929414;0,600820971169497;21694,326240325;2;4;4
"34";2;3;3;2;1;3;2;2;1;1;2;2;2;2;2;2;1;3;1;2;2;2;2;4;2;3;2;2;2;2;1;2;2;2;4;1;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;;;;;;;;;;;2;2;2;2;2;2;2;2;2;;2;2;2;2;2;2;2;2;2;2;2;2;6;;3;3;2;2;4;1;1;1;1;14461864,302681;4033401,53710101;6475161,96831011;0,172696365255859;6235,68661574231;3;3;4
"35";2;2;3;2;3;3;2;2;2;1;1;2;2;2;2;2;1;2;1;1;1;2;2;1;2;2;3;2;2;2;2;2;2;2;;1;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;;;;;;;;;;;2;2;2;2;2;2;2;2;2;;2;2;2;2;2;2;2;2;2;2;2;2;;4;1;2;2;1;4;0;0;1;1;14461864,302681;4680529,27027831;9306846,75975905;2,04389140459898;73800,4315076705;2;1;4
"36";2;2;1;1;1;3;2;1;2;2;2;2;2;2;2;2;1;5;1;2;2;2;2;4;1;3;2;2;2;1;2;2;2;2;4;2;;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;;;;;;;;;;;2;2;2;2;2;2;2;2;2;;2;2;2;2;2;2;2;2;2;2;2;2;4;;1;1;2;2;4;0;0;96;96;14461864,302681;6224087,26340164;9306846,75975905;0,823794659416205;29745,416611583;1;1;4
"37";2;2;1;1;1;4;2;2;2;1;2;2;2;2;2;2;1;3;2;2;2;2;2;4;1;3;1;2;2;2;2;2;2;2;4;1;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;;;;;;;;;;;2;2;2;2;2;2;2;2;2;;2;2;2;2;2;2;2;2;2;2;2;2;6;;1;2;2;2;4;1;1;1;1;14461864,302681;4680529,27027831;9306846,75975905;0,576445192876413;20814,1704001874;2;1;4
"38";4;2;3;1;1;4;2;2;2;1;2;1;2;2;2;2;2;4;1;1;2;2;2;4;1;3;97;2;2;2;2;2;2;2;;2;;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;;;;;;;;;;;2;2;2;2;2;2;2;2;2;;2;2;2;2;2;2;2;2;2;2;2;2;;1;3;4;4;1;1;3;3;1;1;9518913,45314225;2202936,75527634;3336804,26555338;1,12516850324387;40627,3644829628;4;3;1
"39";3;3;97;2;1;4;2;2;2;2;1;2;2;2;2;2;1;2;1;1;1;1;2;1;1;3;2;2;2;2;2;2;1;2;11;1;1;1;2;1;2;1;2;1;2;2;1;2;2;2;2;2;2;2;2;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;;;;;1;2;1;2;;;2;2;1;2;2;2;2;2;1;4;2;2;2;2;2;2;2;2;2;2;2;2;;2;1;4;3;1;1;3;3;2;2;19504420,6018672;6329164,84158728;10649723,4784583;2,49117064167147;89950,7028117604;4;1;1
"40";2;3;1;1;1;3;2;2;2;1;2;2;2;2;2;2;1;2;2;2;2;2;2;4;1;3;1;2;2;2;2;2;2;2;11;1;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;;;;;;;;;;;2;2;2;2;2;2;2;2;2;;2;2;2;2;1;2;1;2;2;2;2;2;6;;4;1;2;3;3;0;0;1;1;222828,22375231;6224087,26340164;3915537,04929414;0,327951685281625;11841,6153778974;1;4;3
"41";2;3;1;1;1;3;1;1;2;2;1;2;2;2;2;1;1;5;1;2;2;1;2;1;2;2;1;2;2;2;2;2;2;2;4;1;1;1;2;1;2;2;2;1;2;2;1;2;2;2;2;2;1;2;2;2;2;2;2;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;;2;;;2;1;2;;;;2;2;2;1;2;2;2;2;2;4;1;1;1;2;1;2;1;2;2;2;1;2;6;;3;1;2;2;2;0;0;96;96;2678539,92998988;6224087,26340164;6475161,96831011;0,289516209356766;10453,7947226147;1;3;2
"42";3;3;3;1;1;3;2;2;2;1;2;2;2;2;2;2;2;5;1;1;2;2;2;2;1;2;1;2;2;2;2;2;2;2;4;1;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;;;;;;;;;;;2;2;2;2;2;2;2;2;2;;2;2;2;2;2;2;2;2;2;2;2;2;;1;3;2;3;1;1;3;3;2;2;19504420,6018672;7210035,70585308;11830617,0641027;1,18746772250199;42876,8525200938;2;3;1
"43";3;3;1;1;1;3;1;1;1;1;1;1;1;2;2;2;3;5;2;2;2;2;2;4;1;97;1;2;2;2;2;2;2;2;4;2;;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;;;;;;;;;;;2;2;2;2;2;2;2;2;2;;2;2;2;2;2;2;2;2;2;2;2;2;;1;3;2;3;1;3;5;5;1;1;450998,43868754;7210035,70585308;11830617,0641027;0,325780775210711;11763,228581203;2;3;3
"44";3;2;1;2;1;3;2;2;2;1;2;2;2;2;2;2;1;2;1;1;1;1;2;3;1;2;1;2;2;2;2;2;2;2;11;2;;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;;;;;;;;;;;2;2;2;2;2;2;2;2;2;;2;2;2;2;2;2;2;2;2;2;2;2;6;;4;4;3;2;4;3;3;1;1;13960677,4593904;6329164,84158728;9667487,9365852;0,2423508324774;8750,75650928944;4;4;4
"45";3;3;2;97;3;4;2;2;2;2;1;2;2;2;2;3;1;3;1;1;1;1;2;4;2;1;2;1;2;2;2;2;2;2;11;1;1;2;2;2;2;1;2;1;1;2;2;2;1;2;1;1;1;2;2;2;2;2;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;;;;2;2;1;1;1;1;2;2;2;2;2;1;2;2;2;4;2;2;2;2;2;2;2;2;2;2;2;2;4;;1;3;3;2;3;97;;2;2;450998,43868754;6591591,83579349;10649723,4784583;0,294856285592425;10646,6131520032;3;1;3
"46";1;3;1;1;1;3;2;2;2;1;2;2;2;2;2;2;1;2;1;1;2;2;2;1;1;3;1;2;2;2;2;2;2;2;11;1;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;;;;;;;;;;;2;2;2;2;2;2;2;2;2;;2;2;2;2;2;2;2;2;2;2;2;2;;2;3;1;1;1;4;3;3;2;2;4846039,7630248;2177738,10825259;2083133,06024781;1,50703527988874;54415,7354460296;1;3;4
"47";2;3;1;1;1;3;2;2;2;1;2;2;1;2;2;2;1;3;1;1;2;2;2;3;1;2;2;2;2;1;2;2;2;2;12;1;2;2;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;;;;;;;;;;;2;2;2;2;2;2;2;2;2;;2;2;2;2;2;2;2;2;2;2;2;2;3;;1;1;2;2;4;97;;1;1;14461864,302681;6224087,26340164;9306846,75975905;0,823794659416205;29745,416611583;1;1;4
"48";2;3;2;2;1;3;2;1;2;2;2;1;2;2;2;2;1;4;1;1;2;2;2;4;1;3;1;2;2;2;2;2;2;2;11;2;;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;;;;;;;;;;;2;2;2;2;2;2;2;2;2;;2;2;2;2;2;2;2;2;2;2;2;2;4;;3;2;2;3;4;0;0;96;96;14461864,302681;4680529,27027831;6475161,96831011;1,11363867375602;40211,0476524799;2;3;4
